"","id_A","id_B","protein_A","protein_B","protein_fullname_A","protein_fullname_B","complexID","uniprot_A","uniprot_B","testB","testA"
"1250",18256,18196,"med14_human","med24_human","Mediator of RNA polymerase II transcription subunit 14","Mediator of RNA polymerase II transcription subunit 24","CPX-3227","O60244","O75448","med24_human","med14_human"
"1251",18257,18164,"med14_human","med15_human","Mediator of RNA polymerase II transcription subunit 14","Mediator of RNA polymerase II transcription subunit 15","CPX-3227","O60244","Q96RN5","med15_human","med14_human"
"1252",18259,18178,"med6_human","med27_human","Mediator of RNA polymerase II transcription subunit 6","Mediator of RNA polymerase II transcription subunit 27","CPX-3227","O75586","Q6P2C8","med27_human","med6_human"
"1253",18260,18183,"med6_human","med19_human","Mediator of RNA polymerase II transcription subunit 6","Mediator of RNA polymerase II transcription subunit 19","CPX-3227","O75586","A0JLT2","med19_human","med6_human"
"1254",18261,18169,"med6_human","med22_human","Mediator of RNA polymerase II transcription subunit 6","Mediator of RNA polymerase II transcription subunit 22","CPX-3227","O75586","Q15528","med22_human","med6_human"
"1255",18262,18217,"med6_human","med11_human","Mediator of RNA polymerase II transcription subunit 6","Mediator of RNA polymerase II transcription subunit 11","CPX-3227","O75586","Q9P086","med11_human","med6_human"
"1256",18263,18246,"med6_human","med28_human","Mediator of RNA polymerase II transcription subunit 6","Mediator of RNA polymerase II transcription subunit 28","CPX-3227","O75586","Q9H204","med28_human","med6_human"
"1257",18264,18156,"med6_human","med8_human","Mediator of RNA polymerase II transcription subunit 6","Mediator of RNA polymerase II transcription subunit 8","CPX-3227","O75586","Q96G25","med8_human","med6_human"
"1258",18265,18232,"med6_human","med18_human","Mediator of RNA polymerase II transcription subunit 6","Mediator of RNA polymerase II transcription subunit 18","CPX-3227","O75586","Q9BUE0","med18_human","med6_human"
"1259",18266,18209,"med6_human","med17_human","Mediator of RNA polymerase II transcription subunit 6","Mediator of RNA polymerase II transcription subunit 17","CPX-3227","O75586","Q9NVC6","med17_human","med6_human"
"1260",18268,18252,"med21_human","med4_human","Mediator of RNA polymerase II transcription subunit 21","Mediator of RNA polymerase II transcription subunit 4","CPX-3227","Q13503","Q9NPJ6","med4_human","med21_human"
"1261",18269,18200,"med21_human","med1_human","Mediator of RNA polymerase II transcription subunit 21","Mediator of RNA polymerase II transcription subunit 1","CPX-3227","Q13503","Q15648","med1_human","med21_human"
"1262",18270,18140,"med21_human","med10_human","Mediator of RNA polymerase II transcription subunit 21","Mediator of RNA polymerase II transcription subunit 10","CPX-3227","Q13503","Q9BTT4","med10_human","med21_human"
"1263",18273,18160,"med20_human","med8_human","Mediator of RNA polymerase II transcription subunit 20","Mediator of RNA polymerase II transcription subunit 8","CPX-3227","Q9H944","Q96G25","med8_human","med20_human"
"1264",18274,18220,"med20_human","med11_human","Mediator of RNA polymerase II transcription subunit 20","Mediator of RNA polymerase II transcription subunit 11","CPX-3227","Q9H944","Q9P086","med11_human","med20_human"
"1265",18275,18147,"med20_human","med29_human","Mediator of RNA polymerase II transcription subunit 20","Mediator of RNA polymerase II transcription subunit 29","CPX-3227","Q9H944","Q9NX70","med29_human","med20_human"
"1266",18276,18179,"med20_human","med27_human","Mediator of RNA polymerase II transcription subunit 20","Mediator of RNA polymerase II transcription subunit 27","CPX-3227","Q9H944","Q6P2C8","med27_human","med20_human"
"1267",18277,18239,"med20_human","med30_human","Mediator of RNA polymerase II transcription subunit 20","Mediator of RNA polymerase II transcription subunit 30","CPX-3227","Q9H944","Q96HR3","med30_human","med20_human"
"1268",18278,18173,"med20_human","med22_human","Mediator of RNA polymerase II transcription subunit 20","Mediator of RNA polymerase II transcription subunit 22","CPX-3227","Q9H944","Q15528","med22_human","med20_human"
"1269",18279,18212,"med20_human","med17_human","Mediator of RNA polymerase II transcription subunit 20","Mediator of RNA polymerase II transcription subunit 17","CPX-3227","Q9H944","Q9NVC6","med17_human","med20_human"
"1270",18280,18230,"med20_human","med18_human","Mediator of RNA polymerase II transcription subunit 20","Mediator of RNA polymerase II transcription subunit 18","CPX-3227","Q9H944","Q9BUE0","med18_human","med20_human"
"1271",18282,18199,"med9_human","med1_human","Mediator of RNA polymerase II transcription subunit 9","Mediator of RNA polymerase II transcription subunit 1","CPX-3227","Q9NWA0","Q15648","med1_human","med9_human"
"1272",18283,18251,"med9_human","med4_human","Mediator of RNA polymerase II transcription subunit 9","Mediator of RNA polymerase II transcription subunit 4","CPX-3227","Q9NWA0","Q9NPJ6","med4_human","med9_human"
"1273",18284,18271,"med9_human","med21_human","Mediator of RNA polymerase II transcription subunit 9","Mediator of RNA polymerase II transcription subunit 21","CPX-3227","Q9NWA0","Q13503","med21_human","med9_human"
"1274",18286,18192,"med25_human","med23_human","Mediator of RNA polymerase II transcription subunit 25","Mediator of RNA polymerase II transcription subunit 23","CPX-3227","Q71SY5","Q9ULK4","med23_human","med25_human"
"1275",18287,18254,"med25_human","med14_human","Mediator of RNA polymerase II transcription subunit 25","Mediator of RNA polymerase II transcription subunit 14","CPX-3227","Q71SY5","O60244","med14_human","med25_human"
"1276",18288,18195,"med25_human","med24_human","Mediator of RNA polymerase II transcription subunit 25","Mediator of RNA polymerase II transcription subunit 24","CPX-3227","Q71SY5","O75448","med24_human","med25_human"
"1277",18289,18222,"med25_human","med16_human","Mediator of RNA polymerase II transcription subunit 25","Mediator of RNA polymerase II transcription subunit 16","CPX-3227","Q71SY5","Q9Y2X0","med16_human","med25_human"
"1278",18290,18163,"med25_human","med15_human","Mediator of RNA polymerase II transcription subunit 25","Mediator of RNA polymerase II transcription subunit 15","CPX-3227","Q71SY5","Q96RN5","med15_human","med25_human"
"1279",11307,11305,"men1_human","jund_human","Menin","Transcription factor jun-D","CPX-497","O00255","P17535","jund_human","men1_human"
"1280",12139,12135,"anm5_human","mep50_human","Protein arginine N-methyltransferase 5","Methylosome protein 50","CPX-696","O14744","Q9BQA1","mep50_human","anm5_human"
"1281",12140,12137,"anm5_human","icln_human","Protein arginine N-methyltransferase 5","Methylosome subunit pICln","CPX-696","O14744","P54105","icln_human","anm5_human"
"1282",12139,12135,"anm5_human","mep50_human","Protein arginine N-methyltransferase 5","Methylosome protein 50","CPX-696","O14744","Q9BQA1","mep50_human","anm5_human"
"1283",12140,12137,"anm5_human","icln_human","Protein arginine N-methyltransferase 5","Methylosome subunit pICln","CPX-696","O14744","P54105","icln_human","anm5_human"
"1284",18397,18394,"ms18a_human","ms18b_human","Protein Mis18-alpha","Protein Mis18-beta","CPX-3272","Q9NYP9","O43482","ms18b_human","ms18a_human"
"1285",12333,12331,"ing5_human","brpf1_human","Inhibitor of growth protein 5","Peregrin","CPX-738","Q8WYH8","P55201","brpf1_human","ing5_human"
"1286",12335,12330,"kat6b_human","brpf1_human","Histone acetyltransferase KAT6B","Peregrin","CPX-738","Q8WYB5","P55201","brpf1_human","kat6b_human"
"1287",12347,12345,"ing5_human","brd1_human","Inhibitor of growth protein 5","Bromodomain-containing protein 1","CPX-739","Q8WYH8","O95696","brd1_human","ing5_human"
"1288",12349,12344,"kat6b_human","brd1_human","Histone acetyltransferase KAT6B","Bromodomain-containing protein 1","CPX-739","Q8WYB5","O95696","brd1_human","kat6b_human"
"1289",12361,12359,"ing5_human","brpf3_human","Inhibitor of growth protein 5","Bromodomain and PHD finger-containing protein 3","CPX-740","Q8WYH8","Q9ULD4","brpf3_human","ing5_human"
"1290",12363,12358,"kat6b_human","brpf3_human","Histone acetyltransferase KAT6B","Bromodomain and PHD finger-containing protein 3","CPX-740","Q8WYB5","Q9ULD4","brpf3_human","kat6b_human"
"1291",12291,12289,"ing5_human","brpf1_human","Inhibitor of growth protein 5","Peregrin","CPX-727","Q8WYH8","P55201","brpf1_human","ing5_human"
"1292",12293,12288,"kat6a_human","brpf1_human","Histone acetyltransferase KAT6A","Peregrin","CPX-727","Q92794","P55201","brpf1_human","kat6a_human"
"1293",12305,12303,"ing5_human","brd1_human","Inhibitor of growth protein 5","Bromodomain-containing protein 1","CPX-733","Q8WYH8","O95696","brd1_human","ing5_human"
"1294",12307,12302,"kat6a_human","brd1_human","Histone acetyltransferase KAT6A","Bromodomain-containing protein 1","CPX-733","Q92794","O95696","brd1_human","kat6a_human"
"1295",12319,12317,"ing5_human","brpf3_human","Inhibitor of growth protein 5","Bromodomain and PHD finger-containing protein 3","CPX-736","Q8WYH8","Q9ULD4","brpf3_human","ing5_human"
"1296",12321,12316,"kat6a_human","brpf3_human","Histone acetyltransferase KAT6A","Bromodomain and PHD finger-containing protein 3","CPX-736","Q92794","Q9ULD4","brpf3_human","kat6a_human"
"1297",9655,9652,"msh2_human","msh3_human","DNA mismatch repair protein Msh2","DNA mismatch repair protein Msh3","CPX-77","P43246","P20585","msh3_human","msh2_human"
"1298",9656,9653,"msh2_human","msh3_human","DNA mismatch repair protein Msh2","DNA mismatch repair protein Msh3","CPX-77","P43246","P20585","msh3_human","msh2_human"
"1299",9672,9670,"msh2_human","msh6_human","DNA mismatch repair protein Msh2","DNA mismatch repair protein Msh6","CPX-80","P43246","P52701","msh6_human","msh2_human"
"1300",12431,12427,"msl1_human","ms3l1_human","Male-specific lethal 1 homolog","Male-specific lethal 3 homolog","CPX-815","Q68DK7","Q8N5Y2","ms3l1_human","msl1_human"
"1301",12433,12430,"kat8_human","msl1_human","Histone acetyltransferase KAT8","Male-specific lethal 1 homolog","CPX-815","Q9H7Z6","Q68DK7","msl1_human","kat8_human"
"1302",11000,10998,"mmrn1_human","mmrn1_human","Multimerin-1","Multimerin-1","CPX-445","Q13201","Q13201","mmrn1_human","mmrn1_human"
"1303",11017,11013,"mmrn2_human","mmrn2_human","Multimerin-2","Multimerin-2","CPX-450","Q9H8L6","Q9H8L6","mmrn2_human","mmrn2_human"
"1304",11338,11333,"cebpb_human","cebpb_human","CCAAT/enhancer-binding protein beta","CCAAT/enhancer-binding protein beta","CPX-504","P17676","P17676","cebpb_human","cebpb_human"
"1305",11339,11336,"cebpb_human","myb_human","CCAAT/enhancer-binding protein beta","Transcriptional activator Myb","CPX-504","P17676","P10242","myb_human","cebpb_human"
"1306",9702,9700,"max_human","myc_human","Protein max","Myc proto-oncogene protein","CPX-91","P61244","P01106","myc_human","max_human"
"1307",11596,11590,"ndus8_human","fe4s4 iron-sulfur cluster","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial","Fe4S4 iron-sulfur cluster","CPX-577","O00217",NA,"fe4s4 iron","ndus8_human"
"1308",11602,11588,"nduaa_human","fad","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial","FAD - Flavin adenine dinucleotide","CPX-577","O95299",NA,"fad","nduaa_human"
"1309",11619,11586,"nduv2_human","fe2s2 iron-sulfur cluster","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial","Fe2S2 iron-sulfur cluster","CPX-577","P19404",NA,"fe2s2 iron","nduv2_human"
"1310",11621,11592,"ndus7_human","fe4s4 iron-sulfur cluster","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial","Fe4S4 iron-sulfur cluster","CPX-577","O75251",NA,"fe4s4 iron","ndus7_human"
"1311",11624,11580,"nduv1_human","fmn(3-)","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial","FMN(3-)","CPX-577","P49821",NA,"fmn(3","nduv1_human"
"1312",11625,11578,"nduv1_human","fe4s4 iron-sulfur cluster","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial","Fe4S4 iron-sulfur cluster","CPX-577","P49821",NA,"fe4s4 iron","nduv1_human"
"1313",11634,11584,"ndus3_human","fe-s cluster","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial","iron-sulfur cluster","CPX-577","O75489",NA,"fe","ndus3_human"
"1314",11637,11633,"ndus2_human","ndus3_human","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial","CPX-577","O75306","O75489","ndus3_human","ndus2_human"
"1315",11638,11582,"ndus2_human","fe4s4 iron-sulfur cluster","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial","Fe4S4 iron-sulfur cluster","CPX-577","O75306",NA,"fe4s4 iron","ndus2_human"
"1316",11640,11576,"ndus1_human","fe4s4 iron-sulfur cluster","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial","Fe4S4 iron-sulfur cluster","CPX-577","P28331",NA,"fe4s4 iron","ndus1_human"
"1317",14421,14419,"ari1a_human","smca2_human","AT-rich interactive domain-containing protein 1A","Probable global transcription activator SNF2L2","CPX-1202","O14497","P51531","smca2_human","ari1a_human"
"1318",14430,14428,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1202","Q12824","Q92922","smrc1_human","snf5_human"
"1319",14433,14418,"acl6b_human","smca2_human","Actin-like protein 6B","Probable global transcription activator SNF2L2","CPX-1202","O94805","P51531","smca2_human","acl6b_human"
"1320",14793,14791,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1216","Q12824","Q92922","smrc1_human","snf5_human"
"1321",14796,14784,"smca4_human","ari1a_human","Transcription activator BRG1","AT-rich interactive domain-containing protein 1A","CPX-1216","P51532","O14497","ari1a_human","smca4_human"
"1322",14799,14797,"actb_human","smca4_human","Actin, cytoplasmic 1","Transcription activator BRG1","CPX-1216","P60709","P51532","smca4_human","actb_human"
"1323",14801,14795,"acl6b_human","smca4_human","Actin-like protein 6B","Transcription activator BRG1","CPX-1216","O94805","P51532","smca4_human","acl6b_human"
"1324",14821,14819,"ari1b_human","smca2_human","AT-rich interactive domain-containing protein 1B","Probable global transcription activator SNF2L2","CPX-1217","Q8NFD5","P51531","smca2_human","ari1b_human"
"1325",14830,14828,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1217","Q12824","Q92922","smrc1_human","snf5_human"
"1326",14833,14818,"acl6b_human","smca2_human","Actin-like protein 6B","Probable global transcription activator SNF2L2","CPX-1217","O94805","P51531","smca2_human","acl6b_human"
"1327",14859,14857,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1218","Q12824","Q92922","smrc1_human","snf5_human"
"1328",14862,14850,"smca4_human","ari1b_human","Transcription activator BRG1","AT-rich interactive domain-containing protein 1B","CPX-1218","P51532","Q8NFD5","ari1b_human","smca4_human"
"1329",14865,14863,"actb_human","smca4_human","Actin, cytoplasmic 1","Transcription activator BRG1","CPX-1218","P60709","P51532","smca4_human","actb_human"
"1330",14867,14861,"acl6b_human","smca4_human","Actin-like protein 6B","Transcription activator BRG1","CPX-1218","O94805","P51532","smca4_human","acl6b_human"
"1331",11423,11421,"spc25_human","spc24_human","Kinetochore protein Spc25","Kinetochore protein Spc24","CPX-550","Q9HBM1","Q8NBT2","spc24_human","spc25_human"
"1332",11427,11425,"ndc80_human","nuf2_human","Kinetochore protein NDC80 homolog","Kinetochore protein Nuf2","CPX-550","O14777","Q9BZD4","nuf2_human","ndc80_human"
"1333",16515,16512,"nfyb_human","nfyc_human","Nuclear transcription factor Y subunit beta","Nuclear transcription factor Y subunit gamma","CPX-1956","P25208","Q13952","nfyc_human","nfyb_human"
